Diederichs Lab - RNA Biology & Cancer 
 German Cancer Research Center (DKFZ) - Heidelberg - Germany 
 http://r-deep.dkfz.de 
 Caudron-Herger et al. 2019 Molecular Cell 75 1-16 
 June 30 2022 
 
"Entry_Name","Uniprot_ID","Gene_Name","Times_Listed_as_RBP","R_DeeP_shift","Baltz_2012","Castello_2012","Beckmann_2015","Castello_2016","Conrad_2016","Mullari_2017","Bao_2018","Perez_Perri_2018","Trendel_2018","Gene_Ontology_RNA_Binding","Cook_2011","Kwon_2013","Ray_2013","Gerstberger_2014","He_2016","Hendrickson_2016","Sundararaman_2016","Brannan_2016","Treiber_2017"
"DDX52_HUMAN","Q9Y2R4","DDX52",13,"X","X","X","X"," ","X","X","X","X","X","X"," ","X"," ","X"," "," ","X","X"," "
"DDX54_HUMAN","Q8TDD1","DDX54",13,"X","X","X"," ","X","X","X","X","X","X","X"," ","X"," ","X"," "," ","X","X"," "
"DDX6_HUMAN","P26196","DDX6",13,"X","X","X","X"," "," ","X","X","X","X","X"," ","X"," ","X","X"," ","X","X"," "
"DHX57_HUMAN","Q6P158","DHX57",13,"X","X","X","X"," "," ","X","X","X","X","X","X"," ","X","X"," "," ","X","X"," "
"DSRAD_HUMAN","P55265","ADAR",13,"X","X","X","X","X","X","X","X","X","X","X"," "," "," ","X"," ","X","X"," "," "
"EBP2_HUMAN","Q99848","EBNA1BP2",13,"X","X","X","X"," ","X","X","X","X","X","X"," ","X"," ","X","X"," "," ","X"," "
"F120A_HUMAN","Q9NZB2","FAM120A",13,"X","X","X","X","X","X","X","X","X","X","X"," ","X"," ","X"," "," "," ","X"," "
"FBRL_HUMAN","P22087","FBL",13,"X","X","X","X"," ","X","X","X","X","X","X"," ","X"," ","X","X"," "," ","X"," "
"GAR1_HUMAN","Q9NY12","GAR1",13,"X","X","X","X"," ","X","X","X","X","X","X"," ","X"," ","X"," "," ","X","X"," "
"HNRPU_HUMAN","Q00839","HNRNPU",13,"X","X","X","X","X","X","X","X","X","X","X"," "," "," ","X","X","X"," "," "," "
"IF4A1_HUMAN","P60842","EIF4A1",13," ","X","X","X","X"," ","X","X","X","X","X"," ","X"," ","X"," "," ","X","X"," "
"IF4A3_HUMAN","P38919","EIF4A3",13," ","X","X","X"," "," ","X","X","X","X","X"," ","X"," ","X","X"," ","X","X"," "
"LPPRC_HUMAN","P42704","LRPPRC",13,"X","X","X","X","X","X","X","X","X","X","X"," ","X"," ","X"," "," "," "," ","X"
"MBB1A_HUMAN","Q9BQG0","MYBBP1A",13,"X","X","X","X","X","X","X","X","X","X","X"," ","X"," "," ","X"," "," ","X"," "
"MINT_HUMAN","Q96T58","SPEN",13,"X","X","X","X","X","X","X","X","X","X","X","X"," ","X","X"," "," "," "," "," "
"MYEF2_HUMAN","Q9P2K5","MYEF2",13," ","X"," "," "," "," ","X"," ","X","X","X","X","X","X","X","X"," ","X","X","X"
"NOG2_HUMAN","Q13823","GNL2",13,"X","X","X","X","X","X","X","X","X","X","X"," ","X"," ","X"," "," "," ","X"," "
"NOL11_HUMAN","Q9H8H0","NOL11",13,"X","X","X","X"," ","X","X","X","X","X","X"," ","X"," ","X","X"," "," ","X"," "
"NPA1P_HUMAN","O60287","URB1",13,"X","X","X","X"," ","X","X","X","X","X","X"," ","X"," ","X","X"," "," ","X"," "
"NPM_HUMAN","P06748","NPM1",13,"X","X","X","X","X","X","X","X","X","X","X"," ","X"," ","X"," "," "," ","X"," "
"NSUN2_HUMAN","Q08J23","NSUN2",13,"X","X","X","X","X","X","X","X","X","X","X"," ","X"," ","X","X"," "," "," "," "
"NUFP2_HUMAN","Q7Z417","NUFIP2",13,"X","X","X","X","X"," ","X","X","X","X","X"," ","X"," ","X"," "," "," ","X","X"
"NXF1_HUMAN","Q9UBU9","NXF1",13,"X","X","X","X"," "," ","X","X","X","X","X"," ","X"," ","X","X"," ","X","X"," "
"PAIRB_HUMAN","Q8NC51","SERBP1",13,"X","X","X","X","X","X","X","X","X","X","X"," ","X"," ","X"," "," ","X"," "," "
"PPIE_HUMAN","Q9UNP9","PPIE",13,"X"," ","X","X","X","X","X"," "," ","X","X","X","X","X","X"," "," ","X","X"," "
"PTBP2_HUMAN","Q9UKA9","PTBP2",13," ","X","X","X","X","X"," "," ","X","X","X","X","X","X","X"," "," ","X"," "," "
"QKI_HUMAN","Q96PU8","QKI",13,"X","X"," ","X"," ","X"," "," "," ","X","X","X","X","X","X","X"," ","X","X","X"
"RBM7_HUMAN","Q9Y580","RBM7",13,"X","X","X"," "," ","X","X","X"," ","X","X","X","X","X","X"," "," ","X","X"," "
"RL10A_HUMAN","P62906","RPL10A",13,"X","X","X","X","X"," ","X","X","X","X","X"," ","X"," ","X","X"," "," ","X"," "
"RL14_HUMAN","P50914","RPL14",13,"X","X","X","X","X","X","X","X","X","X","X"," ","X"," ","X"," "," "," ","X"," "
"RL1D1_HUMAN","O76021","RSL1D1",13,"X","X","X","X","X","X","X","X","X","X","X"," ","X"," ","X"," "," "," ","X"," "
"RL3_HUMAN","P39023","RPL3",13,"X","X","X","X","X","X","X","X","X","X","X"," ","X"," ","X"," "," "," ","X"," "
"RL5_HUMAN","P46777","RPL5",13,"X","X","X","X","X","X","X","X","X","X","X"," ","X"," ","X"," "," "," ","X"," "
"RL6_HUMAN","Q02878","RPL6",13,"X"," ","X","X","X","X","X","X","X","X","X"," ","X"," ","X","X"," "," ","X"," "
"RM13_HUMAN","Q9BYD1","MRPL13",13," ","X","X","X","X","X","X","X","X","X","X"," ","X"," ","X"," "," "," ","X"," "
"RM37_HUMAN","Q9BZE1","MRPL37",13," ","X","X","X","X","X","X","X","X","X","X"," ","X"," ","X"," "," "," ","X"," "
"RNPS1_HUMAN","Q15287","RNPS1",13,"X","X","X"," "," ","X","X","X","X"," ","X","X"," ","X","X","X"," ","X","X"," "
"RRP1_HUMAN","P56182","RRP1",13,"X","X","X","X"," ","X","X","X","X","X","X"," ","X"," ","X","X"," "," ","X"," "
"RRP12_HUMAN","Q5JTH9","RRP12",13,"X","X","X","X","X","X","X","X","X","X","X"," ","X"," ","X"," "," "," ","X"," "
"RRP1B_HUMAN","Q14684","RRP1B",13,"X","X","X","X"," ","X","X","X","X","X","X"," ","X"," ","X","X"," "," ","X"," "
"RS10_HUMAN","P46783","RPS10",13,"X","X","X","X","X","X","X","X"," ","X","X"," ","X"," ","X"," "," ","X","X"," "
"RS2_HUMAN","P15880","RPS2",13,"X","X","X","X","X","X","X","X","X","X","X"," ","X"," ","X"," "," "," ","X"," "
"RS8_HUMAN","P62241","RPS8",13,"X","X","X","X","X","X","X","X","X","X","X"," ","X"," ","X"," "," "," ","X"," "
"SLIRP_HUMAN","Q9GZT3","SLIRP",13," ","X","X","X","X","X","X","X"," ","X","X","X"," ","X","X"," "," ","X"," "," "
"SMD2_HUMAN","P62316","SNRPD2",13,"X","X","X"," ","X","X","X","X","X","X","X","X"," "," ","X"," "," ","X","X"," "
"SPT5H_HUMAN","O00267","SUPT5H",13," ","X","X","X","X","X","X","X","X","X","X"," "," "," ","X","X"," "," ","X"," "
"SR140_HUMAN","O15042","U2SURP",13,"X","X"," "," "," ","X","X","X","X","X","X","X"," ","X","X","X"," "," ","X","X"
"SRS11_HUMAN","Q05519","SRSF11",13,"X","X","X"," ","X","X"," ","X","X","X","X","X"," ","X","X"," "," ","X","X"," "
"SRSF4_HUMAN","Q08170","SRSF4",13,"X","X","X","X"," ","X","X","X","X"," ","X","X"," ","X","X","X"," ","X"," "," "
"TUT7_HUMAN","Q5VYS8","TUT7",13,"X","X","X","X"," "," ","X","X","X","X","X"," "," ","X","X"," "," ","X","X","X"
"UTP15_HUMAN","Q8TED0","UTP15",13," ","X","X","X"," ","X","X","X","X","X","X"," ","X"," ","X","X"," "," ","X"," "
"YTDC2_HUMAN","Q9H6S0","YTHDC2",13," ","X","X","X"," "," ","X","X","X","X","X","X"," ","X","X"," "," ","X","X"," "
"YTHD2_HUMAN","Q9Y5A9","YTHDF2",13,"X","X","X","X"," ","X","X","X","X","X","X","X","X","X","X"," "," "," "," "," "
"ZC3HE_HUMAN","Q6PJT7","ZC3H14",13," ","X","X","X"," ","X","X","X","X","X","X","X"," "," ","X","X"," "," ","X"," "
"ZCCHV_HUMAN","Q7Z2W4","ZC3HAV1",13,"X","X","X","X","X","X","X","X","X","X","X","X"," "," ","X"," "," "," ","X"," "
"AATF_HUMAN","Q9NY61","AATF",12,"X","X","X","X","X","X","X"," ","X","X","X"," ","X"," "," ","X"," "," ","X"," "
"ACINU_HUMAN","Q9UKV3","ACIN1",12,"X","X","X","X"," "," ","X","X","X","X","X","X"," "," ","X","X"," "," ","X"," "
"AGO2_HUMAN","Q9UKV8","AGO2",12," ","X","X","X"," "," ","X","X","X","X","X"," ","X"," ","X","X"," ","X"," "," "
"AKAP1_HUMAN","Q92667","AKAP1",12," ","X","X","X"," "," "," ","X","X","X","X","X","X","X","X"," "," ","X"," "," "
"AKAP8_HUMAN","O43823","AKAP8",12,"X","X","X","X"," ","X","X","X","X","X","X"," ","X"," ","X","X"," "," "," "," "
"ANKH1_HUMAN","Q8IWZ3","ANKHD1",12,"X","X","X"," "," "," ","X","X","X","X","X","X"," ","X","X"," "," ","X","X"," "
"API5_HUMAN","Q9BZZ5","API5",12,"X","X","X","X"," ","X","X","X","X","X","X"," ","X"," ","X","X"," "," "," "," "
"ATX2_HUMAN","Q99700","ATXN2",12,"X","X","X","X"," "," ","X","X","X","X","X"," ","X"," ","X"," "," "," ","X","X"
"ATX2L_HUMAN","Q8WWM7","ATXN2L",12,"X","X","X","X","X"," ","X","X","X","X","X"," "," "," ","X"," "," "," ","X","X"
"BRX1_HUMAN","Q8TDN6","BRIX1",12,"X","X","X","X"," ","X","X","X","X","X","X"," ","X"," ","X"," "," "," ","X"," "
"CAPR1_HUMAN","Q14444","CAPRIN1",12,"X","X","X","X","X"," ","X","X","X","X","X"," ","X"," ","X"," "," ","X"," "," "
"CASC3_HUMAN","O15234","CASC3",12,"X","X","X","X"," "," ","X","X","X","X","X"," ","X"," ","X"," "," "," ","X","X"
"CEBPZ_HUMAN","Q03701","CEBPZ",12,"X","X","X","X"," ","X","X","X","X","X","X"," "," "," ","X","X"," "," ","X"," "
"CI114_HUMAN","Q5T280","SPOUT1",12,"X","X","X","X"," ","X"," "," ","X","X","X"," ","X"," ","X","X"," "," ","X","X"
"CPSF4_HUMAN","O95639","CPSF4",12," ","X"," ","X","X","X","X"," "," ","X","X","X"," ","X","X"," "," "," ","X","X"
"CPSF5_HUMAN","O43809","NUDT21",12,"X","X","X","X"," ","X","X","X"," ","X","X"," ","X"," ","X"," "," "," ","X","X"
"DCA13_HUMAN","Q9NV06","DCAF13",12," ","X","X","X"," ","X","X","X","X","X","X"," ","X"," ","X","X"," "," "," "," "
"DDX1_HUMAN","Q92499","DDX1",12," ","X","X","X"," "," ","X","X","X","X","X"," ","X"," ","X"," "," ","X"," ","X"
"DHX30_HUMAN","Q7L2E3","DHX30",12,"X","X","X"," ","X","X","X","X","X","X","X"," "," "," ","X"," "," ","X","X"," "
"DHX36_HUMAN","Q9H2U1","DHX36",12,"X","X","X","X"," "," ","X","X","X","X","X"," "," "," ","X"," "," ","X","X","X"
"DKC1_HUMAN","O60832","DKC1",12,"X"," ","X"," "," ","X","X","X","X","X","X","X","X"," ","X","X"," "," ","X"," "
"DX39A_HUMAN","O00148","DDX39A",12,"X","X","X","X"," "," ","X","X","X","X","X"," ","X"," ","X","X"," ","X"," "," "
"ELAV2_HUMAN","Q12926","ELAVL2",12," ","X","X"," ","X"," ","X"," "," ","X","X","X","X","X","X"," "," ","X","X"," "
"ESRP2_HUMAN","Q9H6T0","ESRP2",12," ","X","X","X","X"," ","X","X"," ","X","X","X","X","X","X"," "," "," "," "," "
"FAKD4_HUMAN","Q969Z0","TBRG4",12," ","X","X","X"," ","X","X","X","X","X","X"," ","X"," ","X"," "," ","X"," "," "
"FIP1_HUMAN","Q6UN15","FIP1L1",12,"X","X","X","X"," ","X","X"," "," ","X","X"," ","X"," ","X","X"," "," ","X","X"
"GNL3_HUMAN","Q9BVP2","GNL3",12,"X","X","X"," "," ","X","X","X","X","X","X"," ","X"," ","X","X"," "," ","X"," "
"HELZ_HUMAN","P42694","HELZ",12," ","X","X","X"," "," ","X","X","X","X","X","X"," ","X","X"," "," "," ","X"," "
"HNRL2_HUMAN","Q1KMD3","HNRNPUL2",12,"X","X","X","X"," ","X","X","X","X","X","X"," "," "," ","X","X"," "," ","X"," "
"IF4G1_HUMAN","Q04637","EIF4G1",12,"X","X","X","X","X"," ","X","X","X","X","X"," ","X"," ","X"," "," "," ","X"," "
"IF4G2_HUMAN","P78344","EIF4G2",12," ","X","X","X","X"," ","X","X","X","X","X"," ","X"," ","X"," "," "," ","X"," "
"LS14A_HUMAN","Q8ND56","LSM14A",12,"X","X","X","X","X"," ","X","X","X","X","X"," ","X"," ","X"," "," "," ","X"," "
"MBNL1_HUMAN","Q9NR56","MBNL1",12,"X","X","X"," "," ","X","X","X","X","X","X","X"," ","X","X"," "," "," ","X"," "
"MEX3D_HUMAN","Q86XN8","MEX3D",12," ","X","X","X"," "," "," ","X","X","X","X","X","X","X","X"," "," ","X"," "," "
"MOV10_HUMAN","Q9HCE1","MOV10",12," ","X","X","X"," ","X","X","X","X","X","X"," ","X"," ","X"," "," "," ","X"," "
"MPP10_HUMAN","O00566","MPHOSPH10",12,"X","X","X","X"," ","X","X"," ","X","X","X"," ","X"," ","X","X"," "," ","X"," "
"NAT10_HUMAN","Q9H0A0","NAT10",12,"X","X","X","X"," "," ","X","X","X","X","X"," ","X"," ","X","X"," "," ","X"," "
"NGDN_HUMAN","Q8NEJ9","NGDN",12," ","X","X"," ","X","X","X"," ","X","X","X"," ","X"," ","X","X"," "," ","X"," "
"NOC3L_HUMAN","Q8WTT2","NOC3L",12,"X","X","X","X"," ","X","X","X","X","X","X"," ","X"," ","X"," "," "," ","X"," "
"NOL6_HUMAN","Q9H6R4","NOL6",12,"X"," ","X","X"," "," ","X","X","X","X","X"," ","X"," ","X","X"," "," ","X","X"
"NOLC1_HUMAN","Q14978","NOLC1",12,"X","X","X","X"," ","X","X","X","X","X","X"," ","X"," ","X","X"," "," "," "," "
"PESC_HUMAN","O00541","PES1",12,"X","X","X","X"," ","X","X","X","X","X","X"," ","X"," ","X"," "," "," ","X"," "
"PININ_HUMAN","Q9H307","PNN",12,"X","X","X","X"," ","X","X","X","X","X","X"," "," "," ","X","X"," "," ","X"," "
"PNO1_HUMAN","Q9NRX1","PNO1",12," ","X"," ","X"," "," ","X"," ","X","X","X","X"," ","X","X","X"," ","X","X"," "
"PNPT1_HUMAN","Q8TCS8","PNPT1",12," ","X"," "," "," "," ","X","X","X","X","X","X"," ","X","X","X"," ","X","X"," "
"PRP31_HUMAN","Q8WWY3","PRPF31",12,"X","X","X"," "," "," ","X","X","X","X","X"," ","X"," ","X","X"," ","X","X"," "
"PRP8_HUMAN","Q6P2Q9","PRPF8",12,"X","X","X"," "," ","X","X","X","X","X","X"," "," "," ","X","X"," ","X","X"," "
"PURB_HUMAN","Q96QR8","PURB",12," ","X","X","X"," "," "," ","X","X","X","X"," ","X"," ","X"," "," ","X","X","X"
"RBBP6_HUMAN","Q7Z6E9","RBBP6",12,"X","X"," "," "," ","X","X","X","X","X","X"," "," ","X","X","X"," "," ","X","X"
"RL13_HUMAN","P26373","RPL13",12,"X"," ","X","X","X","X","X","X","X","X","X"," ","X"," ","X"," "," "," ","X"," "
"RL15_HUMAN","P61313","RPL15",12,"X","X","X","X","X","X","X","X","X","X","X"," "," "," ","X"," "," "," ","X"," "
"RL18A_HUMAN","Q02543","RPL18A",12,"X","X","X","X","X"," ","X","X","X","X","X"," ","X"," ","X"," "," "," ","X"," "
"RL29_HUMAN","P47914","RPL29",12,"X","X","X","X"," ","X","X","X","X","X","X"," ","X"," ","X"," "," "," ","X"," "
"RL30_HUMAN","P62888","RPL30",12,"X","X","X","X","X"," ","X","X","X","X","X"," ","X"," ","X"," "," "," ","X"," "
"RL7A_HUMAN","P62424","RPL7A",12,"X","X","X","X","X","X","X","X","X","X","X"," "," "," ","X"," "," "," ","X"," "
"RL7L_HUMAN","Q6DKI1","RPL7L1",12,"X","X","X","X"," ","X","X"," ","X","X","X"," ","X"," ","X","X"," "," ","X"," "
"RL8_HUMAN","P62917","RPL8",12,"X","X","X","X"," ","X","X","X","X","X","X"," ","X"," ","X"," "," "," ","X"," "
"RLA1_HUMAN","P05386","RPLP1",12,"X","X","X","X"," ","X","X"," ","X","X","X"," ","X"," ","X","X"," "," ","X"," "
"RM41_HUMAN","Q8IXM3","MRPL41",12,"X","X","X","X","X","X","X","X"," ","X","X"," ","X"," ","X"," "," "," ","X"," "
"RRS1_HUMAN","Q15050","RRS1",12,"X","X","X"," "," ","X","X","X","X","X","X"," ","X"," ","X","X"," "," ","X"," "
"RS12_HUMAN","P25398","RPS12",12,"X","X","X","X","X"," ","X","X","X","X","X"," "," "," ","X","X"," "," ","X"," "
"RS14_HUMAN","P62263","RPS14",12,"X","X"," ","X","X","X","X","X","X","X","X"," ","X"," ","X"," "," "," ","X"," "
"RS16_HUMAN","P62249","RPS16",12,"X","X"," ","X","X","X","X","X","X","X","X"," ","X"," ","X"," "," "," ","X"," "
"RS24_HUMAN","P62847","RPS24",12,"X","X","X","X","X"," ","X","X","X","X","X"," ","X"," ","X"," "," "," ","X"," "
"RS3A_HUMAN","P61247","RPS3A",12,"X","X","X","X","X"," ","X","X","X","X","X"," ","X"," ","X"," "," "," ","X"," "
"RS5_HUMAN","P46782","RPS5",12,"X","X","X","X","X"," ","X","X","X","X","X"," ","X"," ","X"," "," "," ","X"," "
"RT05_HUMAN","P82675","MRPS5",12,"X","X","X","X"," ","X","X","X","X","X","X"," ","X"," ","X"," "," "," ","X"," "
"RT23_HUMAN","Q9Y3D9","MRPS23",12,"X","X","X","X","X","X","X","X"," ","X","X"," ","X"," ","X"," "," "," ","X"," "
"RT31_HUMAN","Q92665","MRPS31",12,"X","X","X","X","X"," ","X","X","X","X","X"," ","X"," ","X"," "," "," ","X"," "
"SARNP_HUMAN","P82979","SARNP",12," ","X","X","X"," ","X","X","X","X","X","X"," ","X"," ","X"," "," "," ","X"," "
"SART3_HUMAN","Q15020","SART3",12,"X","X","X"," "," "," ","X","X"," ","X","X","X"," ","X","X"," "," ","X","X","X"
"SMD1_HUMAN","P62314","SNRPD1",12,"X","X","X"," ","X","X","X","X","X","X","X","X"," "," ","X"," "," "," ","X"," "
"SNRPA_HUMAN","P09012","SNRPA",12,"X","X"," ","X"," "," ","X"," "," ","X","X","X","X","X","X","X"," ","X","X"," "
"SON_HUMAN","P18583","SON",12,"X","X","X","X"," ","X","X","X","X","X","X"," "," "," ","X","X"," ","X"," "," "
"SRRM1_HUMAN","Q8IYB3","SRRM1",12,"X","X"," ","X"," ","X","X"," ","X","X","X","X","X"," ","X","X"," "," ","X"," "
"STAU2_HUMAN","Q9NUL3","STAU2",12,"X","X","X","X"," ","X","X","X","X","X","X"," "," "," ","X"," "," ","X","X"," "
"STRAP_HUMAN","Q9Y3F4","STRAP",12," ","X","X","X","X"," ","X","X","X","X","X"," ","X"," ","X"," "," "," ","X"," "
"SURF6_HUMAN","O75683","SURF6",12,"X","X","X","X"," ","X","X","X","X","X","X"," ","X"," ","X"," "," "," ","X"," "
"SYYC_HUMAN","P54577","YARS",12,"X"," ","X","X","X"," ","X","X","X","X","X"," "," "," ","X","X"," ","X","X"," "
"TCOF_HUMAN","Q13428","TCOF1",12,"X","X","X","X"," "," ","X","X","X","X","X"," ","X"," ","X","X"," "," ","X"," "
"TDIF2_HUMAN","Q5QJE6","DNTTIP2",12," ","X","X","X"," ","X","X","X","X","X","X"," ","X"," ","X"," "," "," ","X"," "
"TNPO1_HUMAN","Q92973","TNPO1",12,"X","X","X","X"," "," ","X","X","X","X","X"," ","X"," ","X","X"," "," ","X"," "
"TR150_HUMAN","Q9Y2W1","THRAP3",12,"X","X","X","X"," ","X","X","X","X","X","X"," ","X"," ","X"," "," "," ","X"," "
"TUT4_HUMAN","Q5TAX3","TUT4",12," ","X","X","X"," "," ","X","X","X","X","X"," "," ","X","X"," "," ","X"," ","X"
"UBP2L_HUMAN","Q14157","UBAP2L",12,"X","X","X","X","X","X","X","X","X","X","X"," ","X"," ","X"," "," "," "," "," "
"UT14A_HUMAN","Q9BVJ6","UTP14A",12,"X","X","X","X"," ","X","X","X","X","X","X"," "," "," ","X","X"," "," ","X"," "
"UTP20_HUMAN","O75691","UTP20",12,"X","X","X","X"," ","X","X","X","X","X","X"," ","X"," ","X"," "," "," "," ","X"
"XRCC6_HUMAN","P12956","XRCC6",12,"X","X","X","X","X","X","X","X","X","X","X"," "," "," ","X"," "," "," ","X"," "
"XRN2_HUMAN","Q9H0D6","XRN2",12,"X","X","X","X"," ","X","X","X","X","X","X"," ","X"," ","X","X"," "," "," "," "
"YTDC1_HUMAN","Q96MU7","YTHDC1",12,"X","X","X"," "," ","X"," "," ","X","X","X","X","X","X","X","X"," "," ","X"," "
"ZC3H4_HUMAN","Q9UPT8","ZC3H4",12,"X","X","X"," "," ","X","X"," "," ","X","X","X","X","X","X","X"," "," ","X"," "
"ZC3HF_HUMAN","Q8WU90","ZC3H15",12,"X","X","X","X"," "," ","X","X","X","X","X","X"," ","X","X"," "," "," ","X"," "
"ZCHC8_HUMAN","Q6NZY4","ZCCHC8",12,"X"," ","X","X"," ","X","X"," "," ","X","X"," ","X","X","X","X"," ","X","X"," "
"ZN326_HUMAN","Q5BKZ1","ZNF326",12,"X","X","X","X","X","X","X","X","X","X","X"," "," "," ","X"," "," "," ","X"," "
"ABT1_HUMAN","Q9ULW3","ABT1",11,"X","X","X","X"," ","X","X"," "," ","X","X"," ","X"," ","X","X"," "," ","X"," "
"BYST_HUMAN","Q13895","BYSL",11,"X"," ","X","X"," ","X","X","X","X","X","X"," ","X"," ","X"," "," "," ","X"," "
"CCAR1_HUMAN","Q8IX12","CCAR1",11," ","X","X","X"," "," ","X","X"," ","X","X","X"," "," ","X"," "," "," ","X","X"
"CCAR2_HUMAN","Q8N163","CCAR2",11," ","X","X","X"," ","X","X","X","X","X","X"," "," "," ","X","X"," "," "," "," "
"CCDC9_HUMAN","Q9Y3X0","CCDC9",11," ","X","X","X","X"," ","X","X","X","X","X"," ","X"," "," "," "," "," ","X"," "
"CHTOP_HUMAN","Q9Y3Y2","CHTOP",11,"X","X","X","X","X","X","X","X"," ","X","X"," "," "," ","X"," "," "," ","X"," "
"CNOT1_HUMAN","A5YKK6","CNOT1",11," ","X","X","X"," "," ","X","X","X","X","X"," ","X"," ","X"," "," "," ","X"," "
"CPEB4_HUMAN","Q17RY0","CPEB4",11," ","X","X","X"," ","X"," ","X"," ","X","X","X"," ","X","X"," "," ","X"," "," "
"DIM1_HUMAN","Q9UNQ2","DIMT1",11,"X","X","X","X"," "," ","X","X","X","X","X"," ","X"," ","X","X"," "," "," "," "
"EF2_HUMAN","P13639","EEF2",11," ","X","X","X","X"," ","X","X","X","X","X"," ","X"," ","X"," "," "," "," "," "
"EIF3A_HUMAN","Q14152","EIF3A",11," ","X","X","X"," "," ","X","X","X","X","X"," ","X"," ","X"," "," "," ","X"," "
"EIF3B_HUMAN","P55884","EIF3B",11," "," "," ","X"," "," ","X","X"," ","X","X","X"," ","X","X","X"," ","X","X"," "
"EIF3D_HUMAN","O15371","EIF3D",11," ","X","X","X"," "," ","X","X","X","X","X"," ","X"," ","X"," "," "," ","X"," "
"ERAL1_HUMAN","O75616","ERAL1",11,"X","X","X","X"," "," ","X","X"," ","X","X"," ","X","X","X"," "," "," "," ","X"
"EXOSX_HUMAN","Q01780","EXOSC10",11,"X","X","X"," "," ","X","X","X","X","X","X"," "," "," ","X","X"," "," ","X"," "
"HSP7C_HUMAN","P11142","HSPA8",11,"X","X","X","X","X"," ","X","X","X","X","X"," ","X"," "," ","X"," "," "," "," "
"IF4A2_HUMAN","Q14240","EIF4A2",11," ","X","X","X","X"," "," ","X","X","X","X"," "," "," ","X"," "," ","X","X"," "
"KHDR3_HUMAN","O75525","KHDRBS3",11,"X","X"," ","X"," "," "," "," ","X","X","X","X"," ","X","X","X"," ","X","X"," "
"LAS1L_HUMAN","Q9Y4W2","LAS1L",11,"X","X","X","X"," "," ","X","X","X","X","X"," ","X"," ","X","X"," "," "," "," "
"LSM3_HUMAN","P62310","LSM3",11,"X","X","X","X"," "," ","X"," "," ","X","X","X","X"," ","X"," "," ","X","X"," "
"LSM4_HUMAN","Q9Y4Z0","LSM4",11,"X","X","X"," "," "," ","X"," "," ","X","X","X","X"," ","X","X"," ","X","X"," "
"MEX3C_HUMAN","Q5U5Q3","MEX3C",11," ","X","X","X"," "," "," ","X"," ","X","X","X","X","X","X"," "," ","X"," "," "
"MRT4_HUMAN","Q9UKD2","MRTO4",11,"X","X","X","X"," "," ","X","X"," ","X","X"," ","X"," ","X","X"," "," ","X"," "
"MSI1H_HUMAN","O43347","MSI1",11," ","X"," ","X"," "," ","X"," "," ","X","X","X","X","X","X"," "," ","X"," ","X"
"MTHSD_HUMAN","Q2M296","MTHFSD",11," ","X","X","X"," "," "," ","X","X","X","X","X"," ","X","X"," "," ","X"," "," "
"NCBP3_HUMAN","Q53F19","NCBP3",11," ","X","X"," "," ","X","X","X","X","X","X"," "," "," ","X","X"," "," ","X"," "
"NH2L1_HUMAN","P55769","SNU13",11,"X","X","X","X"," "," ","X"," "," ","X","X"," ","X"," ","X","X"," ","X","X"," "
"NIP7_HUMAN","Q9Y221","NIP7",11,"X","X","X","X","X"," ","X"," "," ","X","X","X","X"," ","X"," "," "," ","X"," "
"NKRF_HUMAN","O15226","NKRF",11,"X","X","X","X"," ","X","X","X","X","X","X"," "," "," ","X"," "," ","X"," "," "
"NOC2L_HUMAN","Q9Y3T9","NOC2L",11,"X","X","X","X"," "," ","X","X","X","X","X"," "," "," ","X","X"," "," ","X"," "
"NOL10_HUMAN","Q9BSC4","NOL10",11,"X","X","X"," "," ","X","X","X","X","X","X"," ","X"," ","X"," "," "," ","X"," "
"NSUN5_HUMAN","Q96P11","NSUN5",11,"X","X","X","X","X","X","X","X","X","X","X"," "," "," ","X"," "," "," "," "," "
"PAR12_HUMAN","Q9H0J9","PARP12",11," "," ","X","X","X"," "," ","X","X","X","X","X"," ","X","X"," "," "," ","X"," "
"PPIG_HUMAN","Q13427","PPIG",11,"X","X","X","X"," ","X","X","X","X","X","X"," ","X"," "," "," "," "," ","X"," "
"PRC2C_HUMAN","Q9Y520","PRRC2C",11,"X","X","X","X","X","X","X","X","X","X","X"," "," "," "," "," "," "," ","X"," "
"PRDX1_HUMAN","Q06830","PRDX1",11,"X","X","X","X","X"," ","X","X","X","X","X"," ","X"," ","X"," "," "," "," "," "
"RACK1_HUMAN","P63244","RACK1",11," ","X","X","X","X"," ","X","X","X","X","X"," ","X"," "," "," "," "," ","X"," "
"RBM33_HUMAN","Q96EV2","RBM33",11,"X","X","X"," "," "," ","X","X","X","X","X","X"," ","X","X"," "," ","X"," "," "
"RBM8A_HUMAN","Q9Y5S9","RBM8A",11," ","X"," ","X"," "," ","X"," ","X","X","X","X"," ","X","X"," "," ","X","X"," "
"RBPMS_HUMAN","Q93062","RBPMS",11," "," ","X","X"," "," "," ","X"," ","X","X","X","X","X","X"," "," ","X","X"," "
"RL17_HUMAN","P18621","RPL17",11,"X","X","X"," ","X"," ","X","X","X","X","X"," ","X"," ","X"," "," "," ","X"," "
"RL19_HUMAN","P84098","RPL19",11,"X"," ","X","X","X"," ","X","X","X","X","X"," ","X"," ","X"," "," "," ","X"," "
